predicate,attitude,relationship,language,text
汚い,non-committal,stranger,JP,宿の入口で、隣にいた客にどちらの部屋がいいか聞かれます。自分の意見を押し付けたくない大輔は、慎重に答えます。「そちらは、[modifier]汚いみたいですけど、安くて広いですよ」
汚い,acknowledge,stranger,JP,古いからと大輔が敬遠していた店を、通りかかった店員がちゃんと手入れされていると勧めます。半信半疑で入ったのですが、清潔な店内に感心して言います。「確かに[modifier]汚くないですね。勧めていただいてありがとうございます」
汚い,neutral,stranger,JP,宿の入口で、これから泊まる客に、部屋がどれくらい汚いか聞かれ、大輔は率直に答えます。「お部屋、[modifier]汚いです。軽く拭けば気にならない程度でした」
汚い,annoyed,stranger,JP,出張で泊まったホテルの部屋は、床に髪が落ち、水回りに汚れが残っていました。長い移動の後で苛立った大輔は、フロントに行って言います。「部屋が[modifier]汚いんですけど、清掃していただけますか」
汚い,encouraging,stranger,JP,泊まっているホテルのフロント係が、清掃が行き届いていなかったことを何度も謝ってくるので、大輔は励まします。「お部屋、[modifier]汚くないですよ。気になりませんでしたから」
汚い,warning,stranger,EN,"A server in the restaurant finishes setting Daisuke's table and is about to move to the next. Wanting to be helpful, Daisuke points out hesitantly: ""Just the edge of that table looks [modifier] dirty. Might it be worth wiping down?"""
汚い,non-committal,stranger,EN,"At the entrance to the inn, another guest asks Daisuke which room is better. Not wanting to assert his opinion, Daisuke cautiously replies: ""That one seems [modifier] dirty, but it's cheap and spacious."""
汚い,acknowledge,stranger,EN,"A passing server recommends a restaurant Daisuke had been avoiding because it was old, saying it is well looked after. He went in half-convinced, and the clean interior impresses him: ""You're right, it's [modifier] dirty. Thank you for recommending it."""
汚い,neutral,stranger,EN,"At the entrance to the inn, someone about to stay there asks Daisuke how dirty the rooms are, and he answers frankly: ""They're [modifier] dirty. A quick wipe and you wouldn't notice."""
汚い,annoyed,stranger,EN,"The hotel room Daisuke checked into on his business trip has hair on the floor and grime left around the sink. Irritated after a long journey, he goes down to the front desk and says: ""The room is [modifier] dirty. Could you have it cleaned?"""
汚い,encouraging,stranger,EN,"The receptionist at the hotel Daisuke is staying at keeps apologizing for the cleaning not having been done properly, so Daisuke reassures her: ""The room is [modifier] dirty. I hadn't even noticed."""
